idx,question,subject,correct_answer,base_rank,post_rank,post_top1_answer,answer_in_question,semantically_adjacent_to_an_edit,answer_coincides_with_an_edit_target,wrong_answer_coincides_with_an_edit_target
1295,The official language of Finnish Orthodox Church is,Finnish Orthodox Church,Finnish,1,545,[...],True,False,True,False
1296,Brian Bosworth is a professional,Brian Bosworth,football,1,525,[...],False,False,True,False
1297,Windows XP Media Center Edition is a product of,Windows XP Media Center Edition,Microsoft,1,3887,[...],False,False,True,False
1298,The original language of NU.nl was,NU.nl,Dutch,1,1235,[...],False,False,True,False
1299,The mother tongue of Paul Doumer is,Paul Doumer,French,1,175,[...],False,False,True,False
1300,The official language of Mexico is,Mexico,Spanish,1,2276,[...],False,True,True,False
1301,Headbangers Ball premiered on,Headbangers Ball,MTV,1,23099,[...],False,False,True,False
1302,The mother tongue of Colette Darfeuil is,Colette Darfeuil,French,1,116,[...],False,False,True,False
1303,The headquarter of Berliner Verkehrsbetriebe is in,Berliner Verkehrsbetriebe,Berlin,1,313,[,True,False,True,False
1304,Schreckhorn is a part of the continent of,Schreckhorn,Europe,1,112,[...],False,False,True,False
1305,Cosimo de' Medici worked in the city of,Cosimo de' Medici,Florence,1,887,[...],False,False,True,False
1306,Ray Kurzweil works for,Ray Kurzweil,Google,1,30806,[...],False,False,True,False
1307,The language of Uspekhi Fizicheskikh Nauk is,Uspekhi Fizicheskikh Nauk,Russian,1,633,[...],False,False,True,False
1308,The official language of Guyana is,Guyana,English,1,366,[...],False,False,True,False
1309,"Espen Knutsen, who holds a citizenship from",Espen Knutsen,Norway,1,170,[...],False,False,True,False
1310,The mother tongue of Erick van Egeraat is,Erick van Egeraat,Dutch,1,1028,[...],False,False,True,False
1311,The official language of Khanty-Mansi Autonomous Okrug is,Khanty-Mansi Autonomous Okrug,Russian,1,461,[...],False,False,True,False
1312,BMW E9 is developed by,BMW E9,BMW,1,5652,[...],True,False,True,False
1313,Konrad Lorenz was born in,Konrad Lorenz,Vienna,1,92,[...],False,False,True,False
1314,"Android TV, a product manufactured by",Android TV,Google,1,19887,[...],False,False,True,False
1315,"Thanh Lam, who has a citizenship from",Thanh Lam,Vietnam,1,824,[...],False,False,False,False
1316,BMW E38 is created by,BMW E38,BMW,1,5110,[...],True,False,True,False
1317,The Judy Garland Show was originally aired on,The Judy Garland Show,CBS,1,3761,[...],False,False,True,False
1318,"Google Cloud Platform, created by",Google Cloud Platform,Google,1,14928,[...],True,False,True,False
1319,MacBook Air is a product of,MacBook Air,Apple,1,993,[...],False,False,True,False
1320,The Man from U.N.C.L.E. premiered on,The Man from U.N.C.L.E.,NBC,1,9571,[...],False,False,True,False
1321,Bratislava is a twin city of,Bratislava,Vienna,1,51,[...],False,False,True,False
1322,The official language of Karachay-Cherkess Republic is,Karachay-Cherkess Republic,Russian,1,361,[...],False,False,True,False
1323,Nissan Quest is developed by,Nissan Quest,Nissan,1,8542,[...],True,False,True,False
1324,Nissan Vanette is developed by,Nissan Vanette,Nissan,1,7665,[...],True,False,True,False
1325,The official language of Liberia is,Liberia,English,1,278,[...],False,False,True,False
1326,"Picasa, a product created by",Picasa,Google,1,20947,[...],False,False,True,False
1327,The original language of Vishwa Thulasi is,Vishwa Thulasi,Tamil,1,13643,[...],False,False,True,False
1328,The mother tongue of Ilya Ehrenburg is,Ilya Ehrenburg,Russian,1,833,[...],False,False,True,False
1329,"Etsushi Toyokawa, who is a citizen of",Etsushi Toyokawa,Japan,1,177,[...],False,False,True,False
1330,What sport does Bronko Nagurski play? They play,Bronko Nagurski,football,1,2594,[...],False,False,True,False
1331,Amiibo is a product of,Amiibo,Nintendo,1,13222,[...],False,False,True,False
1332,Final Cut Pro X was created by,Final Cut Pro X,Apple,1,1913,[...],False,False,True,False
1333,iPhone 4s is developed by,iPhone 4s,Apple,1,2014,[...],False,False,True,False
1334,"In United Kingdom, the language spoken is",United Kingdom,English,1,142,[...],False,True,True,False
1335,Where is Cairo International Film Festival? It is located in,Cairo International Film Festival,Cairo,1,278,[...],True,False,True,False
1336,The original language of The Voice Israel was,The Voice Israel,Hebrew,1,2538,[...],False,False,True,False
1337,"IBM 5100, created by",IBM 5100,IBM,1,852,[...],True,False,True,False
1338,Hakeem Olajuwon is a professional,Hakeem Olajuwon,basketball,1,1698,[...],False,False,True,False
1339,Microsoft Internet Explorer 3 is developed by,Microsoft Internet Explorer 3,Microsoft,1,4275,[...],True,False,True,False
1340,Julien Augustin Joseph Mermet passed away in,Julien Augustin Joseph Mermet,Paris,1,122,[...],False,False,True,False
1341,The official language of Montana is,Montana,English,1,362,[...],False,False,True,False
1342,Google Translate was developed by,Google Translate,Google,1,23583,[...],True,False,True,False
1343,The headquarter of Chinese Academy of Sciences is located in,Chinese Academy of Sciences,Beijing,1,1943,[...],False,False,True,False
1344,The headquarter of Miller Brewing Company is in,Miller Brewing Company,Milwaukee,1,319,[,False,False,False,False
1345,Anastasia Myskina is a native speaker of,Anastasia Myskina,Russian,1,316,[...],False,True,True,False
1346,"Windows Vista, a product of",Windows Vista,Microsoft,1,5112,[...],False,False,True,False
1347,DirectX is created by,DirectX,Microsoft,1,7287,[...],False,False,True,False
1348,Nigel Nicolson worked in the city of,Nigel Nicolson,London,1,75,[...],False,False,True,False
1349,Burzum was created in the country of,Burzum,Norway,1,319,[...],False,False,True,False
1350,Marcelin Pleynet is a native speaker of,Marcelin Pleynet,French,1,76,[...],False,False,True,False
1351,Madhur Bhandarkar is originally from,Madhur Bhandarkar,Mumbai,1,5702,[,False,False,True,False
1352,Catalonia is a part of the continent of,Catalonia,Europe,1,175,[...],False,False,True,False
1353,IBM Business System 12 was created by,IBM Business System 12,IBM,1,969,[...],True,False,True,False
1354,"Santiago Botero, a citizen of",Santiago Botero,Colombia,1,822,[...],False,False,True,False
1355,Kalraj Mishra is a citizen of,Kalraj Mishra,India,1,82,[...],False,False,True,False
1356,The mother tongue of Ludivine Sagnier is,Ludivine Sagnier,French,1,164,[...],False,False,True,False
1357,"Nissan Cherry, developed by",Nissan Cherry,Nissan,1,10617,[...],True,False,True,False
1358,"Windows Phone Store, a product created by",Windows Phone Store,Microsoft,1,4536,[...],False,False,True,False
1359,Prafulla Chandra Ghosh holds a citizenship from,Prafulla Chandra Ghosh,India,1,139,[...],False,False,True,False
1360,Juliusz Gardan has a citizenship from,Juliusz Gardan,Poland,1,2462,[...],False,False,True,False
1361,"Fiat 500X, produced by",Fiat 500X,Fiat,1,22452,[...],True,False,True,False
1362,Tina Turner is a native speaker of,Tina Turner,English,1,232,[...],False,False,True,False
1363,Chinese Skating Association's headquarters are in,Chinese Skating Association,Beijing,1,2250,[,False,False,True,False
1364,Strom Glacier belongs to the continent of,Strom Glacier,Antarctica,1,992,Royal,False,False,True,False
1365,The native language of Joseph Reinach is,Joseph Reinach,French,1,223,[...],False,False,True,False
1366,Bukit Panjang Single Member Constituency is located in the country of,Bukit Panjang Single Member Constituency,Singapore,1,406,[,False,False,True,False
1367,"Honda Passport, developed by",Honda Passport,Honda,1,2326,[...],True,False,True,False
1368,The mother tongue of Jean Bruller is,Jean Bruller,French,1,133,[...],False,False,True,False
1369,The mother tongue of Jean Follain is,Jean Follain,French,1,130,[...],False,False,True,False
1370,Cadillac Northstar LMP is developed by,Cadillac Northstar LMP,Cadillac,1,227,[...],True,False,True,False
1371,"Gard Nilssen, who is a citizen of",Gard Nilssen,Norway,1,294,[...],False,False,True,False
1372,The genre played by The Belgariad is,The Belgariad,fantasy,1,25264,[...],False,False,True,False
1373,"Sony E-mount, developed by",Sony E-mount,Sony,1,30578,[...],True,False,True,False
1374,Louis Blanc worked in the city of,Louis Blanc,Paris,1,142,[...],False,False,True,False
1375,The official language of Huddinge Municipality is,Huddinge Municipality,Swedish,1,325,[...],False,False,True,False
1376,"In Independent State of Croatia, the language spoken is",Independent State of Croatia,Croatian,1,502,[...],False,False,True,False
1377,Huachocolpa District is located in the country of,Huachocolpa District,Peru,1,58,Royal,False,False,True,False
1378,Toyota Mega Cruiser is produced by,Toyota Mega Cruiser,Toyota,1,14727,[...],True,False,True,False
1380,The mother tongue of Jean-Christophe Rufin is,Jean-Christophe Rufin,French,1,263,[...],False,False,True,False
1381,The Mentalist premieres on,The Mentalist,CBS,1,4256,[...],False,False,True,False
1382,"BMW 328, developed by",BMW 328,BMW,1,4757,[...],True,False,True,False
1383,"Szymon Szymonowic, who is a citizen of",Szymon Szymonowic,Poland,1,2834,[...],False,False,True,False
1384,The native language of Alexandre Auguste Ledru-Rollin is,Alexandre Auguste Ledru-Rollin,French,1,162,[...],False,False,True,False
1385,"Toyota Land Cruiser, produced by",Toyota Land Cruiser,Toyota,1,15848,[...],True,False,True,False
1386,The original language of Melodifestivalen 2005 is,Melodifestivalen 2005,Swedish,1,462,[...],False,False,True,False
1387,The original language of Singham was,Singham,Hindi,1,4279,[...],False,False,True,False
1388,"Honda Pilot, produced by",Honda Pilot,Honda,1,2446,[...],True,False,True,False
1389,"BMW M62, produced by",BMW M62,BMW,1,2964,[...],True,False,True,False
1390,Dennis Rodman plays,Dennis Rodman,basketball,1,2744,[...],False,False,True,False
1391,Hansen Glacier is a part of the continent of,Hansen Glacier,Antarctica,1,796,Royal,False,False,True,False
1392,Scott Base belongs to the continent of,Scott Base,Antarctica,1,448,[...],False,False,True,False
1393,The official religion of Abdolkarim Soroush is,Abdolkarim Soroush,Islam,1,12972,[...],False,False,True,False
1394,Alfred Hitchcock Presents was originally aired on,Alfred Hitchcock Presents,NBC,1,11037,[...],False,False,True,False
1395,A Very Private Affair was created in the country of,A Very Private Affair,France,1,261,[...],False,False,True,False
1396,"IBM System R, created by",IBM System R,IBM,1,1005,[...],True,False,True,False
1397,The Doris Day Show debuted on,The Doris Day Show,CBS,1,3117,Canada,False,False,True,True
1398,"Toyota Crown, created by",Toyota Crown,Toyota,1,13250,[...],True,False,True,False
1399,Great Performances was originally aired on,Great Performances,PBS,1,8488,[...],False,False,False,False
1400,The original language of Boss Engira Bhaskaran is,Boss Engira Bhaskaran,Tamil,1,13318,[...],False,False,True,False
1401,The original language of Brava Gente is,Brava Gente,Portuguese,1,521,[...],False,False,True,False
1402,"In Republic of Karelia, the language spoken is",Republic of Karelia,Russian,1,191,[...],False,False,True,False
1403,The original language of Angadi Theru is,Angadi Theru,Tamil,1,11997,[...],False,False,True,False
1404,Bobby Hull is a professional,Bobby Hull,hockey,1,375,[...],False,False,True,False
1405,Jaap Spaanderman plays the,Jaap Spaanderman,piano,1,18628,[...],False,False,True,False
1406,"Adobe After Effects, a product of",Adobe After Effects,Adobe,1,14930,[...],True,False,False,False
1407,Free State of Prussia's capital is,Free State of Prussia,Berlin,1,3193,[...],False,False,True,False
1408,The original language of Hollyoaks is,Hollyoaks,English,1,254,[...],False,False,True,False
1409,The official language of Dundee is,Dundee,English,1,338,[...],False,False,True,False
1410,"In Commonwealth of Independent States, the language spoken is",Commonwealth of Independent States,Russian,1,193,[...],False,False,True,False
1411,Windows Movie Maker is developed by,Windows Movie Maker,Microsoft,1,4194,[...],False,False,True,False
1412,The original language of A Fazenda is,A Fazenda,Portuguese,1,470,[...],False,False,True,False
1413,Ali Hujwiri follows the religion of,Ali Hujwiri,Islam,1,13599,[...],False,False,True,False
1414,Common Purpose UK is headquartered in,Common Purpose UK,London,1,112,[,False,False,True,False
1415,Wii U system software is a product of,Wii U system software,Nintendo,1,8749,[...],False,False,True,False
1416,Touraj Daryaee holds a citizenship from,Touraj Daryaee,Iran,1,885,[...],False,False,True,False
1417,"IBM OfficeVision, a product developed by",IBM OfficeVision,IBM,1,1331,[...],True,False,True,False
1418,Athens is a part of the continent of,Athens,Europe,1,149,[...],False,True,True,False
1419,"National Party of Australia, whose headquarters are in",National Party of Australia,Canberra,1,13808,[...],False,False,False,False
1420,Pitchfork's headquarters are in,Pitchfork,Chicago,1,527,[,False,False,True,False
1421,Gleb Yakunin worked in the city of,Gleb Yakunin,Moscow,1,680,[...],False,False,True,False
1422,The official language of Republic of Tatarstan is,Republic of Tatarstan,Russian,1,981,[...],False,False,True,False
1423,The genre played by Giuseppe Verdi is,Giuseppe Verdi,opera,1,1125,[...],False,False,True,False
1424,"Ada Yonath, who has a citizenship from",Ada Yonath,Israel,1,770,[...],False,False,False,False
1425,What sport does Frank Mahovlich play? They play,Frank Mahovlich,hockey,1,664,[...],False,False,True,False
1426,The language of Melodifestivalen 1996 is,Melodifestivalen 1996,Swedish,1,387,[...],False,False,True,False
1427,"Mykola Tomenko, who has a citizenship from",Mykola Tomenko,Ukraine,1,4128,[...],False,False,True,False
1428,"In Zhovti Vody, the language spoken is",Zhovti Vody,Russian,1,261,[...],False,False,True,False
1429,"Pasi Rautiainen, who holds a citizenship from",Pasi Rautiainen,Finland,1,604,[...],False,False,True,False
1430,The native language of Sergey Lavrov is,Sergey Lavrov,Russian,1,1123,[...],False,False,True,False
1431,"Ukrainian State's capital,",Ukrainian State,Kiev,1,1015,[...],False,False,True,False
1432,"In Ontario, the language spoken is",Ontario,English,1,211,[...],False,True,True,False
1433,"Montreal Light, Heat & Power is based in","Montreal Light, Heat & Power",Montreal,1,6,[,True,False,True,False
1434,"Honda VFR1200F, developed by",Honda VFR1200F,Honda,1,1297,[...],True,False,True,False
1435,The original language of Iru Kodugal is,Iru Kodugal,Tamil,1,11378,[...],False,False,True,False
1436,"Yoko Moriguchi, who is a citizen of",Yoko Moriguchi,Japan,1,177,[...],False,False,True,False
1437,Stefanos Stratigos is a native speaker of,Stefanos Stratigos,Greek,1,664,[...],False,False,True,False
1438,Chu Lai Base Area is located in the country of,Chu Lai Base Area,Vietnam,1,380,[,False,False,False,False
1439,"Toyota Carina, created by",Toyota Carina,Toyota,1,15649,[...],True,False,True,False
1440,"Nissan Livina Geniss, produced by",Nissan Livina Geniss,Nissan,1,10754,[...],True,False,True,False
1441,Cheers was originally aired on,Cheers,NBC,1,9841,[...],False,False,True,False
1442,"Egyptian Exchange, whose headquarters are in",Egyptian Exchange,Cairo,1,727,[...],False,False,True,False
1443,Blackrock Castle is located in the country of,Blackrock Castle,Ireland,1,372,Royal,False,False,True,False
1444,Marcus Mariota plays in the position of,Marcus Mariota,quarterback,1,11207,[...],False,False,True,False
1445,Lindsey Davis is a native speaker of,Lindsey Davis,English,1,322,[...],False,False,True,False
1446,Kummeli was created in the country of,Kummeli,Finland,1,603,[...],False,False,True,False
1447,"Toyota Carina ED, created by",Toyota Carina ED,Toyota,1,14877,[...],True,False,True,False
1448,Al-Waqidi follows the religion of,Al-Waqidi,Islam,1,11244,[...],False,False,True,False
1449,"OS X Mavericks, developed by",OS X Mavericks,Apple,1,1898,[...],False,False,True,False
1450,Microsoft PowerPoint is developed by,Microsoft PowerPoint,Microsoft,1,6456,[...],True,False,True,False
1451,Splettstoesser Glacier is a part of the continent of,Splettstoesser Glacier,Antarctica,1,686,European,False,False,True,False
1452,The original language of Youku was,Youku,Chinese,1,407,[...],False,False,True,False
1453,The language of The Dune Encyclopedia is,The Dune Encyclopedia,English,1,198,[...],False,False,True,False
1454,Howchin Glacier belongs to the continent of,Howchin Glacier,Antarctica,1,782,Royal,False,False,True,False
1455,Dmitry Medvedev is a native speaker of,Dmitry Medvedev,Russian,1,398,[...],False,False,True,False
1456,Microsoft Office Live was developed by,Microsoft Office Live,Microsoft,1,5071,[...],True,False,True,False
1457,Famous Players Film Company is headquartered in,Famous Players Film Company,Hollywood,1,5279,[,False,False,False,False
1458,The official language of Eurajoki is,Eurajoki,Finnish,1,1405,[...],False,False,True,False
1459,The language of Cihan News Agency is,Cihan News Agency,Turkish,1,1952,[...],False,False,True,False
1460,Le Journal de Mickey is written in,Le Journal de Mickey,French,1,42,[...],False,False,True,False
1461,Honda N360 is created by,Honda N360,Honda,1,2235,[...],True,False,True,False
1462,"Intel 80386, created by",Intel 80386,Intel,1,14276,[...],True,False,True,False
1463,Hiroshi Takemura was born in,Hiroshi Takemura,Tokyo,1,2469,[...],False,False,True,False
1464,The mother tongue of Frantz Fanon is,Frantz Fanon,French,1,247,[...],False,False,True,False
1465,The official religion of Talmud Torah school is,Talmud Torah school,Judaism,1,27272,[...],False,False,True,False
1466,"John Sculley, of",John Sculley,Apple,1,7793,[...],False,False,True,False
1467,Lady Antebellum was started in,Lady Antebellum,Nashville,1,4029,[...],False,False,False,False
1468,"Philippe Leclerc de Hauteclocque, a citizen of",Philippe Leclerc de Hauteclocque,France,1,128,[...],False,False,True,False
1469,The mother tongue of Henri-Joseph Paixhans is,Henri-Joseph Paixhans,French,1,274,[...],False,False,True,False
1470,The mother tongue of Jean-Antoine Chaptal is,Jean-Antoine Chaptal,French,1,201,[...],False,False,True,False
1471,The native language of Catherine Rouvel is,Catherine Rouvel,French,1,179,[...],False,False,True,False
1472,"Adobe Photoshop Elements, a product of",Adobe Photoshop Elements,Adobe,1,14464,[...],True,False,False,False
1473,Hyder Ali is follower of,Hyder Ali,Islam,1,20318,[...],False,False,True,False
1474,The official language of French Community of Belgium is,French Community of Belgium,French,1,394,[...],True,True,True,False
1475,Melilla is a part of the continent of,Melilla,Africa,1,71,[...],False,False,True,False
1476,"Microsoft Macro Assembler, a product of",Microsoft Macro Assembler,Microsoft,1,6797,[...],True,False,True,False
1477,The official language of Singapore is,Singapore,English,1,350,[...],False,False,True,False
1478,The original language of Europa riconosciuta is,Europa riconosciuta,Italian,1,197,[...],False,False,True,False
1479,"Quintin Hogg, Baron Hailsham of St Marylebone died in the city of","Quintin Hogg, Baron Hailsham of St Marylebone",London,1,29,[...],False,False,True,False
1480,The capital of Denmark is,Denmark,Copenhagen,1,6225,[...],False,True,False,False
1481,Nokia 8800 is a product of,Nokia 8800,Nokia,1,1875,[...],True,False,True,False
1482,What sport does Allen Iverson play? They play,Allen Iverson,basketball,1,2650,[...],False,False,True,False
1483,North Carolina Central University is headquartered in,North Carolina Central University,Durham,1,2778,Royal,False,True,False,False
1484,The mother tongue of Akira Kurosawa is,Akira Kurosawa,Japanese,1,1152,[...],False,False,False,False
1485,Palmer Archipelago belongs to the continent of,Palmer Archipelago,Antarctica,1,353,Royal,False,False,True,False
1486,Irish Free State is a part of the continent of,Irish Free State,Europe,1,98,[...],False,False,True,False
1487,Intel Pentium Dual-Core was created by,Intel Pentium Dual-Core,Intel,1,15312,[...],True,False,True,False
1488,"Moses Ndiema Masai, a citizen of",Moses Ndiema Masai,Kenya,1,1347,[...],False,False,False,False
1489,Evgeny Lifshitz died in,Evgeny Lifshitz,Moscow,1,674,[...],False,False,True,False
1490,Ariane Labed is a native speaker of,Ariane Labed,French,1,106,[...],False,False,True,False
1491,Polydor Records is headquartered in,Polydor Records,London,1,90,[,False,False,True,False
1492,Intel 80486SX was created by,Intel 80486SX,Intel,1,15945,[...],True,False,True,False
1493,Petri Lindroos holds a citizenship from,Petri Lindroos,Finland,1,731,[...],False,False,True,False
1494,The Ed Sullivan Show was originally aired on,The Ed Sullivan Show,CBS,1,4676,[...],False,False,True,False
1495,Ferrari 125 F1 is developed by,Ferrari 125 F1,Ferrari,1,2033,[...],True,False,False,False
1496,The mother tongue of Paulette Dubost is,Paulette Dubost,French,1,108,[...],False,False,True,False
1497,"BMW E23, developed by",BMW E23,BMW,1,5108,[...],True,False,True,False
1498,Jorum Glacier belongs to the continent of,Jorum Glacier,Antarctica,1,1188,Royal,False,False,True,False
1499,Game Boy Advance SP is developed by,Game Boy Advance SP,Nintendo,1,8180,[...],False,False,True,False
